hhid,gps_latitude,gps_longitude,ibli_date,year,month,ibli_dekad,tlu_loss,tlu_loss_ratio,data_observed,season
4002,2.9,38.299999,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2010-01-31,2010,1,3,2.6,0.4406779661016949,1,SRSD
4002,2.9,38.299999,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2010-03-31,2010,3,3,0.30000000000000004,0.05084745762711865,1,LRLD
4002,2.9,38.299999,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
4002,2.9,38.299999,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
4002,2.9,38.299999,2011-08-31,2011,8,3,0.9,0.169811320754717,1,LRLD
4003,2.8,38.200001,2008-10-31,2008,10,3,2.0,0.05434782608695653,1,SRSD
4003,2.8,38.200001,2008-11-30,2008,11,3,0.0,0.0,0,SRSD
4003,2.8,38.200001,2008-12-31,2008,12,3,1.3,0.03532608695652174,1,SRSD
4003,2.8,38.200001,2009-01-31,2009,1,3,0.0,0.0,0,SRSD
4003,2.8,38.200001,2009-02-28,2009,2,3,0.0,0.0,0,SRSD
4003,2.8,38.200001,2009-03-31,2009,3,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-04-30,2009,4,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-05-31,2009,5,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-06-30,2009,6,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-07-31,2009,7,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-08-31,2009,8,3,0.0,0.0,0,LRLD
4003,2.8,38.200001,2009-09-30,2009,9,3,27.6,0.37500000000000006,1,LRLD
4004,2.8,38.200001,2009-07-31,2009,7,3,4.0,0.052700922266139656,1,LRLD
4004,2.8,38.200001,2009-08-31,2009,8,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2009-09-30,2009,9,3,1.5,0.01976284584980237,1,LRLD
4004,2.8,38.200001,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2010-05-31,2010,5,3,2.0,0.02487562189054726,1,LRLD
4004,2.8,38.200001,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2010-07-31,2010,7,3,0.0,0.0,1,LRLD
4004,2.8,38.200001,2010-08-31,2010,8,3,1.3,0.01616915422885572,1,LRLD
4004,2.8,38.200001,2010-09-30,2010,9,3,0.0,0.0,1,LRLD
4004,2.8,38.200001,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2011-01-31,2011,1,3,0.0,0.0,1,SRSD
4004,2.8,38.200001,2011-02-28,2011,2,3,11.700000000000001,0.28746928746928746,1,SRSD
4004,2.8,38.200001,2011-03-31,2011,3,3,0.0,0.0,1,LRLD
4004,2.8,38.200001,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2011-07-31,2011,7,3,0.0,0.0,1,LRLD
4004,2.8,38.200001,2011-08-31,2011,8,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2011-09-30,2011,9,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-08-31,2012,8,3,0.30000000000000004,0.006772009029345373,1,LRLD
4004,2.8,38.200001,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2013-02-28,2013,2,3,0.4,0.018691588785046728,1,SRSD
4004,2.8,38.200001,2013-03-31,2013,3,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-06-30,2013,6,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-07-31,2013,7,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-08-31,2013,8,3,0.30000000000000004,0.014018691588785047,1,LRLD
4004,2.8,38.200001,2013-09-30,2013,9,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2013-10-31,2013,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2013-11-30,2013,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2013-12-31,2013,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2014-01-31,2014,1,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2014-02-28,2014,2,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2014-03-31,2014,3,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-04-30,2014,4,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-05-31,2014,5,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-06-30,2014,6,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-07-31,2014,7,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-08-31,2014,8,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-09-30,2014,9,3,0.0,0.0,0,LRLD
4004,2.8,38.200001,2014-10-31,2014,10,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2014-11-30,2014,11,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2014-12-31,2014,12,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2015-01-31,2015,1,3,0.0,0.0,0,SRSD
4004,2.8,38.200001,2015-02-28,2015,2,3,1.2000000000000002,0.018633540372670808,1,SRSD
4004,2.8,38.200001,2020-10-31,2020,10,3,1.3,0.028697571743929357,1,SRSD
4004,2.8,38.200001,2020-11-30,2020,11,3,0.1,0.002207505518763797,1,SRSD
4004,2.8,38.200001,2020-12-31,2020,12,3,0.1,0.002207505518763797,1,SRSD
4005,2.8,38.200001,2009-08-31,2009,8,3,0.30000000000000004,0.004437869822485208,1,LRLD
4005,2.8,38.200001,2009-09-30,2009,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2010-01-31,2010,1,3,0.2,0.006802721088435374,1,SRSD
4005,2.8,38.200001,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2011-02-28,2011,2,3,0.0,0.0,1,SRSD
4005,2.8,38.200001,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-08-31,2011,8,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-09-30,2011,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-08-31,2012,8,3,0.0,0.0,1,LRLD
4005,2.8,38.200001,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2013-03-31,2013,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-06-30,2013,6,3,1.3,0.15116279069767444,1,LRLD
4005,2.8,38.200001,2013-07-31,2013,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-08-31,2013,8,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-09-30,2013,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2013-10-31,2013,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2013-11-30,2013,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2013-12-31,2013,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2014-01-31,2014,1,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2014-02-28,2014,2,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2014-03-31,2014,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-04-30,2014,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-05-31,2014,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-06-30,2014,6,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-07-31,2014,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-08-31,2014,8,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-09-30,2014,9,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2014-10-31,2014,10,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2014-11-30,2014,11,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2014-12-31,2014,12,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2015-01-31,2015,1,3,0.0,0.0,0,SRSD
4005,2.8,38.200001,2015-02-28,2015,2,3,0.6000000000000001,0.07058823529411766,1,SRSD
4005,2.8,38.200001,2015-03-31,2015,3,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2015-04-30,2015,4,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2015-05-31,2015,5,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2015-06-30,2015,6,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2015-07-31,2015,7,3,0.0,0.0,0,LRLD
4005,2.8,38.200001,2015-08-31,2015,8,3,0.1,0.011764705882352941,1,LRLD
4005,2.8,38.200001,2020-11-30,2020,11,3,0.7000000000000001,0.005780346820809248,1,SRSD
4006,2.8,36.799999,2009-09-30,2009,9,3,2.0,0.007698229407236335,1,LRLD
4006,2.8,36.799999,2009-10-31,2009,10,3,0.8,0.0030792917628945345,1,SRSD
4006,2.8,36.799999,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-06-30,2010,6,3,0.30000000000000004,0.020000000000000004,1,LRLD
4006,2.8,36.799999,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2010-10-31,2010,10,3,2.6,0.36619718309859156,1,SRSD
4006,2.8,36.799999,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
4006,2.8,36.799999,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2011-05-31,2011,5,3,1.8,0.2535211267605634,1,LRLD
4006,2.8,36.799999,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4006,2.8,36.799999,2011-07-31,2011,7,3,5.4,0.3802816901408451,1,LRLD
4007,2.8,38.200001,2009-08-31,2009,8,3,1.4000000000000001,1.5555555555555556,1,LRLD
4007,2.8,38.200001,2009-09-30,2009,9,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-07-31,2010,7,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-08-31,2010,8,3,0.1,0.05555555555555556,1,LRLD
4007,2.8,38.200001,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2010-12-31,2010,12,3,0.30000000000000004,0.17647058823529413,1,SRSD
4007,2.8,38.200001,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2011-05-31,2011,5,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2011-07-31,2011,7,3,0.2,0.11764705882352941,1,LRLD
4007,2.8,38.200001,2011-08-31,2011,8,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2011-09-30,2011,9,3,0.30000000000000004,0.17647058823529413,1,LRLD
4007,2.8,38.200001,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2011-12-31,2011,12,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2012-03-31,2012,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-05-31,2012,5,3,0.1,0.023255813953488375,1,LRLD
4007,2.8,38.200001,2012-06-30,2012,6,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-08-31,2012,8,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2013-03-31,2013,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2013-05-31,2013,5,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2013-06-30,2013,6,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2013-07-31,2013,7,3,0.0,0.0,1,LRLD
4007,2.8,38.200001,2013-08-31,2013,8,3,0.0,0.0,1,LRLD
4007,2.8,38.200001,2013-09-30,2013,9,3,0.0,0.0,1,LRLD
4007,2.8,38.200001,2013-10-31,2013,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2013-11-30,2013,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2013-12-31,2013,12,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2014-01-31,2014,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2014-02-28,2014,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2014-03-31,2014,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-04-30,2014,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-05-31,2014,5,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-06-30,2014,6,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-07-31,2014,7,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-08-31,2014,8,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-09-30,2014,9,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2014-10-31,2014,10,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2014-11-30,2014,11,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2014-12-31,2014,12,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2015-01-31,2015,1,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2015-02-28,2015,2,3,0.0,0.0,0,SRSD
4007,2.8,38.200001,2015-03-31,2015,3,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2015-04-30,2015,4,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2015-05-31,2015,5,3,0.0,0.0,0,LRLD
4007,2.8,38.200001,2015-06-30,2015,6,3,0.30000000000000004,0.03333333333333333,1,LRLD
4007,2.8,38.200001,2019-02-28,2019,2,3,0.1,0.009523809523809525,1,SRSD
4009,2.8,38.099998,2009-09-30,2009,9,3,1.3,0.03394255874673629,1,LRLD
4009,2.8,38.099998,2009-10-31,2009,10,3,0.0,0.0,0,SRSD
4009,2.8,38.099998,2009-11-30,2009,11,3,0.0,0.0,0,SRSD
4009,2.8,38.099998,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4009,2.8,38.099998,2010-01-31,2010,1,3,0.0,0.0,0,SRSD
4009,2.8,38.099998,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4009,2.8,38.099998,2010-03-31,2010,3,3,0.0,0.0,0,LRLD
4009,2.8,38.099998,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4009,2.8,38.099998,2010-05-31,2010,5,3,1.3,0.028138528138528136,1,LRLD
4010,2.8,38.099998,2009-08-31,2009,8,3,1.3,0.023941068139963165,1,LRLD
4010,2.8,38.099998,2009-09-30,2009,9,3,23.700000000000003,0.21823204419889503,1,LRLD
4010,2.8,38.099998,2009-10-31,2009,10,3,52.0,0.9576427255985266,1,SRSD
4010,2.8,38.099998,2009-11-30,2009,11,3,1.3,0.01897810218978102,1,SRSD
4010,2.8,38.099998,2009-12-31,2009,12,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2010-01-31,2010,1,3,0.0,0.0,1,SRSD
4010,2.8,38.099998,2010-02-28,2010,2,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2010-03-31,2010,3,3,0.6000000000000001,0.008759124087591242,1,LRLD
4010,2.8,38.099998,2010-04-30,2010,4,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2010-05-31,2010,5,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2010-06-30,2010,6,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2010-07-31,2010,7,3,0.30000000000000004,0.004379562043795621,1,LRLD
4010,2.8,38.099998,2010-08-31,2010,8,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2010-09-30,2010,9,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2010-10-31,2010,10,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2010-11-30,2010,11,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2010-12-31,2010,12,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2011-01-31,2011,1,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2011-02-28,2011,2,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2011-03-31,2011,3,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-04-30,2011,4,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-05-31,2011,5,3,12.9,0.13550420168067226,1,LRLD
4010,2.8,38.099998,2011-06-30,2011,6,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-07-31,2011,7,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-08-31,2011,8,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-09-30,2011,9,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2011-10-31,2011,10,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2011-11-30,2011,11,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2011-12-31,2011,12,3,0.1,0.0020449897750511245,1,SRSD
4010,2.8,38.099998,2012-01-31,2012,1,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2012-02-29,2012,2,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2012-03-31,2012,3,3,1.3,0.02658486707566462,1,LRLD
4010,2.8,38.099998,2012-04-30,2012,4,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2012-05-31,2012,5,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2012-06-30,2012,6,3,0.0,0.0,1,LRLD
4010,2.8,38.099998,2012-07-31,2012,7,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2012-08-31,2012,8,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2012-09-30,2012,9,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2012-10-31,2012,10,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2012-11-30,2012,11,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2012-12-31,2012,12,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2013-01-31,2013,1,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2013-02-28,2013,2,3,0.0,0.0,0,SRSD
4010,2.8,38.099998,2013-03-31,2013,3,3,0.4,0.007029876977152899,1,LRLD
4010,2.8,38.099998,2013-04-30,2013,4,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2013-05-31,2013,5,3,0.30000000000000004,0.005272407732864675,1,LRLD
4010,2.8,38.099998,2013-06-30,2013,6,3,0.0,0.0,0,LRLD
4010,2.8,38.099998,2013-07-31,2013,7,3,0.0,0.0,0,LRLD
