hhid,round,comment,type,direction,s9q2b,s9q2c,s9q2d,s9q3b,s9q4b,s9q5b,transfer_individual_source,transfer_individual_source_other,transferid,value_ld,value_lr,value_sd,value_sr
2092,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,4,24,18,12,18
2092,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,350,400,300,400
2092,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,400,500,200,350
2092,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,10000,0,0,0
2092,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,6000,4500,3000,4500
2092,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,1500,400,250,3000
2092,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,6000,250,300,1000
2092,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,200,250,300
2092,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,400,200,350,200
2092,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,12000,9000,6000,9000
2092,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,600,200,400,300
2092,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,300,500,400
2092,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,20000,15000,10000,15000
2092,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,400,250,500,300
2092,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,600,400,500,300
2093,1,,Cash,Received,0,Relatives outside household,,0,0,2000,,,,,,,
2093,1,,In-kind,Given,200,Neighbor/friend,,260,100,120,,,,,,,
2093,1,,In-kind,Received,400,Neighbor/friend,,360,160,120,,,,,,,
2093,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
2093,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,200,100,500,100
2093,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,400,200,150,200
2093,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,500,400,350,600
2093,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,315,200,300
2093,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,100,80,1100
2093,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,215,100,400,350
2093,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
2094,1,,Cash,Given,500,Relatives outside household,,0,0,200,,,,,,,
2094,1,,In-kind,Given,200,Relatives outside household,,300,100,100,,,,,,,
2094,1,,In-kind,Received,300,Relatives outside household,,360,220,180,,,,,,,
2094,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1600,0,0,0
2094,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,1000,0,0,0
2094,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,2000,1500,2500,1500
2094,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,500,300,450,300
2094,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,20000,300,200,300
2094,6,0,Cash,Received,0,,,0,0,0,Other (specify),care,1,5200,5200,5200,5200
2095,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,960,0,0,0
2095,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,13000,4000,0,0
2095,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,0,5000
2095,7,,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,4000,0,0,0
2096,1,,In-kind,Given,120,Neighbor/friend,,0,0,200,,,,,,,
2096,1,,In-kind,Received,760,Relatives outside household,,360,300,0,,,,,,,
2096,1,,In-kind,Received,0,Neighbor/friend,,90,600,0,,,,,,,
2096,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,8000,0,0,0
2096,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,200,100,200
2096,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,1200,100,300,0
2096,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,50,100,100,0
2096,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,100,100,0,0
2096,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,400,300,0,0
2096,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,150,0,200
2096,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,100
2096,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
2096,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,600,760,300,500
2096,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,400,650,500,300
2096,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,600,350,200,450
2096,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,100,240,300,200
2096,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,300,350,120
2097,1,,In-kind,Given,0,Relatives outside household,,260,120,0,,,,,,,
2097,1,,In-kind,Given,280,Neighbor/friend,,320,0,160,,,,,,,
2097,1,,In-kind,Received,0,Neighbor/friend,,0,200,280,,,,,,,
2097,1,,In-kind,Received,660,Relatives outside household,,460,120,0,,,,,,,
2097,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,1000,2000,0,0
2097,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,800,400,700,1000
2097,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
2097,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,40,75,80,45
2097,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,80,50,120,60
2098,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2400,1800,1200,1800
2098,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,1200,900,600,9000
2098,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1200,0,1000
2098,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,5100,5600,2600,5100
2098,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,17200,12900,8600,12900
2098,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,400,0,0,200
2098,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3000,1000,0,0
2098,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,400,200,0,100
2098,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,400,300,0,500
2098,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,2000,0,2000
2099,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,2000
2099,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,100,100,0,0
2099,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,300,0
2099,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,150,200,0,100
2099,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,200,100,200,0
2099,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
2099,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,150,100,0,0
2099,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,100,50,100,0
2099,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,200,0,0,0
2099,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,100,150,0,0
2099,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,0,0
2099,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,50,100,300
2099,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,1500,0,1500
2099,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,8000,8000
2099,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,12000,12000,12000,12000
2100,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,2000,1000,2000
2100,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,1000,1000,1000
2102,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,400,0,200,0
2102,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,1000,0,0
2102,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,200,0,300
2102,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1200,900,600,600
2102,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,0,0,500,0
2102,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,350,400,300,600
2102,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,400,200,350
2103,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,450,0,0
2103,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,500,120,0
2103,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,1000,0,0
2103,7,,In-kind,Received,0,,,0,0,0,Other (specify),,,.a,.a,.a,.a
2106,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,150,100,150
2106,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,100,60,150
2106,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,800,900,300,500
2106,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,100,200,100
2106,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,400,300,200,300
2110,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,300,100,0,0
2110,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,500,1000,0
2110,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,400,300,0,800
2110,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
2110,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2500,0,0,0
2110,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,1000,0,0,0
2110,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,10000,0,0,0
2111,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,800,600,400,900
2111,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,0,500,0
2111,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,700,400,300,300
2111,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,350,200,350
2111,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
2111,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,50,0,200,0
2112,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,400,18300,200,32300
2112,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,400,300,200,300
2112,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,1600,2800,800,1200
2112,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,2400,2200,1200,2200
2112,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,1600,0,0,0
2112,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,6800,0,0,1000
2112,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
2114,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
2114,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,300,200,150,400
2114,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
2114,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,800,0,1600
2114,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,1000,0,2000
2114,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
2114,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,12000,16000,8000,12000
2126,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,250,200,50,100
2126,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,400,250,300,200
2126,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,0,900,0,2100
2126,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
2126,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,1500
2126,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,500,200,700,300
2126,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,300,200,500,100
2126,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,1200,1500,20000
2126,6,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,600,500,800,7000
2126,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,600,300,400,600
2126,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,650,500,550,10000
2126,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,400,100,300,7000
2126,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,18000,24000,12000,18000
3001,2,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,.b,.b,.b,.b
3001,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,250,200,0,100
3001,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,400,0,0,0
3001,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,400,200,300,250
3001,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,600,250,120
3001,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,50,0,120
3001,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,65,40,70,90
3001,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
3001,7,,In-kind,Received,0,,,0,0,0,Other (specify),,,.a,.a,.a,.a
3002,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,250,300,0,0
3002,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,460,1000,500
3002,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,200,500,200,500
3002,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
3002,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,160,0,0,1000
3003,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,2000,3000,1000
3003,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,100,0,0,0
3003,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,3500,1000,0,0
3003,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,50,0,100,50
3003,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,200,100,50,200
3003,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1000,7500,5000,7500
3003,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,1000,0
3003,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,15000,2000,10000,15000
3003,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,0,2000,17000,0
3003,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,6000,0,0,0
3003,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,10000,15000,10000,10000
3005,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,3500,6000,3500,0
3006,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,1000,1600,0
3006,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,900,300,0,0
3006,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,0,500,0,0
3006,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,0,0,4000,0
3006,6,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2000,0,0,0
3006,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,100,50,0
3006,6,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,1200,0,200,0
3006,6,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
3007,1,,Cash,Given,600,Relatives outside household,,200,0,300,,,,,,,
3007,1,,Cash,Received,8000,Relatives outside household,,6000,4000,6000,,,,,,,
3007,1,,In-kind,Given,0,Relatives outside household,,150,0,0,,,,,,,
3007,1,,In-kind,Received,100,Neighbor/friend,,0,0,0,,,,,,,
3007,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
3007,3,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,200,200,0
3007,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,15000,32000,15000,23000
3007,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,250,100,200,100
3007,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,400,200,600,100
3007,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
3007,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,200,0,0,0
3007,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,900,600,0,0
3007,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,3000,1000,1000,2000
3007,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,32000,36000,16000,24000
3007,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,3000,2000,3000,4500
3007,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,16000,12000,8000,8000
3007,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,1500,500,0,0
3007,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,6000,8000,4000,6000
3008,1,,Cash,Given,0,Neighbor/friend,,5000,0,0,,,,,,,
3008,1,,Cash,Given,1000,Relatives outside household,,0,0,0,,,,,,,
3008,1,,Cash,Given,0,Other (specify),suppoters,0,0,8000,,,,,,,
3008,1,,Cash,Given,0,Other (specify),suppers,0,10000,0,,,,,,,
3008,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
3008,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,5,12000,9000,6000,9000
3008,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,3,240,180,120,180
3008,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,4,1200,900,600,900
3008,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,636,477,318,477
3008,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,21600,16200,10800,16200
3008,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,14000,10500,7000,10500
3008,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,2000,500,1500,3500
3008,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,1200,4500,1000,3000
3008,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,2000,1200,4300,3400
3008,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,0,2500,0,3000
3008,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,0,3000,0,3000
3008,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,15000,20000,10000,15000
3008,7,,In-kind,Received,0,,,0,0,0,Other (specify),,,0,8000,0,0
3009,1,,In-kind,Given,150,Relatives outside household,,200,500,0,,,,,,,
3009,1,,In-kind,Received,0,Neighbor/friend,,70,0,0,,,,,,,
3009,1,,In-kind,Received,100,Relatives outside household,,0,150,0,,,,,,,
3009,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1500,1200,200,0
3009,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,2000,0,0,0
3009,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,150,150,0
3009,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2500,50,0,0
3010,2,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,1500
3010,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,200,150,200,100
3010,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,100,200,10,50
3010,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,150,50,200,100
3010,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,3000,2000,3000
3010,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,1500
3010,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,6000
3010,7,,Cash,Received,0,,,0,0,0,Relatives outside household,,1,4000,2000,4000,2000
3010,7,,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,2000,3000,3000,3000
3011,1,,Cash,Received,7000,Relatives outside household,,6000,4000,6000,,,,,,,
3011,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,4,5,5,12,5
3011,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,3,6,6,6,6
3011,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,636,477,318,417
3011,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,2,90,45,0,45
3011,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,848,636,424,636
3011,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,180,135,90,135
3011,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,4,24,18,12,18
3011,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,3,6,6,0,6
3011,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,50,100,0,50
3011,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,300,0,0,0
3012,1,,Cash,Received,2000,Relatives outside household,,1500,1000,1500,,,,,,,
3012,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,200,570,430
3012,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,1200,1000,320,50
3012,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,400,300,200,400
3012,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,800,600,400,600
3012,5,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,100,200,200
3012,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,600,500,400,500
3013,2,,Cash,Given,0,,,0,0,0,Relatives outside household,,1,2400,1800,1200,1800
3013,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,10000,0,0,0
3013,3,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,2,2000,3000,0,0
3013,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,3000,1200,1800,900
3013,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,0,2000,0,0
3013,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,0,500,0
3013,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,400,200,250,200
3013,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,2,0,900,0,0
3013,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,650,200,350,300
3013,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,20000,15000,10000,15000
3013,5,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
3013,6,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,0,3000,0,0
3013,7,,In-kind,Received,0,,,0,0,0,Other (specify),,,150000,150000,100000,150000
3015,1,,In-kind,Given,300,Relatives outside household,,0,0,0,,,,,,,
3015,3,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,3000,0,0,0
3015,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,4800,3600,2400,3600
3015,4,0,Cash,Received,0,,,0,0,0,Neighbor/friend,,1,23000,0,0,0
3015,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,1200,900,600,900
3015,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,15800,600,400,600
3015,5,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,3000,1000,0,0
3016,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,2,400,150,0,0
3016,3,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,0,500,0
3016,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,2,250,300,150,200
3016,4,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,200,100,400,350
3016,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,500,400,1000,200
3016,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,1000,300,500,450
3016,4,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,200,250,150,200
3016,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,300,200,259,300
3016,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,350,600,750,1000
3016,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,2000,1000,1500,1200
3016,6,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,4000,4000
3016,7,,In-kind,Received,0,,,0,0,0,Relatives outside household & Neighbor/friend,,3,0,5000,0,0
3018,1,,In-kind,Given,100,Relatives outside household,,0,0,0,,,,,,,
3018,1,,In-kind,Given,0,Neighbor/friend,,50,0,0,,,,,,,
3018,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,12000,9000,6000,9000
3018,3,0,In-kind,Given,0,,,0,0,0,Relatives outside household,,1,2000,1500,1000,0
3018,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,1000,1300,200,500
3018,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,8000,6000,6500,70000
3018,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,300,200,400,300
3018,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,300,350,200,300
3018,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,20000,15000,12000,17000
3019,1,,Cash,Received,1000,Relatives outside household,,2000,1500,0,,,,,,,
3019,3,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1500,1000,1000,600
3019,4,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,150,0,200
3019,4,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,6000,4500,30000,4500
3019,4,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,0,0,0
3019,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,20000,15000,10000,15000
3020,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,2,24,18,12,18
3020,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,200,150,100,150
3020,3,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,3,24,18,12,18
3020,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,1,200,150,100,150
3020,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,2,24,18,12,18
3020,3,0,In-kind,Received,0,,,0,0,0,Neighbor/friend,,3,24,18,12,18
3020,4,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,450,0,0,0
3020,4,0,In-kind,Received,0,,,0,0,0,Relatives outside household,,1,700,400,0,0
3020,5,0,Cash,Given,0,,,0,0,0,Relatives outside household,,1,500,0,0,0
3020,5,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,1000,1000,1000
3020,5,0,In-kind,Given,0,,,0,0,0,Neighbor/friend,,1,150,0,0,0
3020,6,0,Cash,Given,0,,,0,0,0,Neighbor/friend,,1,500,0,0,0
3020,6,0,Cash,Received,0,,,0,0,0,Relatives outside household,,1,1000,0,0,0
