hhid,round,comment,lossevent,year,month,livestock_type_raw,cause_raw,s6q22b,cause_detail,location,s6q24a,quantity,cause_category,livestock_type_std,tlu_rate,tlu_loss,season
6038,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6038,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4.0,Drought,Shoats,0.1,0.4,LRLD
6038,2,,1,2010,9, Goat/Sheep, Disease,,Satellite camp,2,,1.0,Disease,Shoats,0.1,0.1,LRLD
6038,3,0.0,2,2011,7, Goat/Sheep,Just lost,,Satellite camp,2,,2.0,Other,Shoats,0.1,0.2,LRLD
6038,3,0.0,3,2011,8, Goat/Sheep,Old age,,Satellite camp,1,,1.0,Other,Shoats,0.1,0.1,LRLD
6038,3,0.0,1,2011,6, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6038,5,0.0,1,2013,1, Goat/Sheep, Disease,,Satellite camp,1,,0.0,Disease,Shoats,0.1,0.0,SRSD
6038,6,0.0,2,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0.0,Drought,Shoats,0.1,0.0,LRLD
6038,6,0.0,1,2015,1, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0.0,Drought,Shoats,0.1,0.0,SRSD
6038,7,,1,2020,12,Goat,Just lost,,,1,1.0,1.0,Other,Goats,0.1,0.1,SRSD
6040,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Shoats,0.1,0.1,LRLD
6040,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6040,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Shoats,0.1,0.1,LRLD
6040,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,1.0,Drought,Shoats,0.1,0.1,LRLD
6040,2,,1,2009,12,Camel,Starvation/Drought,,Base camp,1,,1.0,Drought,Camels,1.3,1.3,SRSD
6040,3,0.0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,19,,11.0,Drought,Shoats,0.1,1.1,LRLD
6040,3,0.0,1,2011,8,Camel, Disease,,Satellite camp,2,,1.0,Disease,Camels,1.3,1.3,LRLD
6040,3,0.0,2,2011,7, Goat/Sheep,Just lost,,Satellite camp,9,,9.0,Other,Shoats,0.1,0.9,LRLD
6040,3,0.0,4,2011,9, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,5.0,Drought,Shoats,0.1,0.5,LRLD
6040,4,0.0,1,2012,3,Camel,Raiding/Rustling/Conflict,,Satellite camp,1,,1.0,Conflict,Camels,1.3,1.3,LRLD
6040,6,0.0,1,2015,9, Goat/Sheep,Accident/Poisoned,,Satellite camp,1,,0.0,Other,Shoats,0.1,0.0,LRLD
6040,7,,1,2020,12,Goat, Disease,,,1,1.0,1.0,Disease,Goats,0.1,0.1,SRSD
6041,1,,2,2009,3, Goat/Sheep,Predation,,Base camp,1,,1.0,Predation,Shoats,0.1,0.1,LRLD
6041,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,7.0,Drought,Shoats,0.1,0.7000000000000001,LRLD
6041,1,,3,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5.0,Drought,Shoats,0.1,0.5,LRLD
6041,1,,1,2009,1, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,SRSD
6041,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,9,,9.0,Drought,Shoats,0.1,0.9,SRSD
6041,3,0.0,2,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,32,,15.0,Drought,Shoats,0.1,1.5,SRSD
6041,3,0.0,1,2011,1,Camel,Starvation/Drought,,Satellite camp,6,,4.0,Drought,Camels,1.3,5.2,SRSD
6041,4,0.0,1,2012,6,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,LRLD
6041,4,0.0,2,2012,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Shoats,0.1,0.1,LRLD
6041,5,0.0,4,2013,9, Goat/Sheep,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Shoats,0.1,0.1,LRLD
6041,5,0.0,2,2013,6,Camel,Predation,,Satellite camp,1,,1.0,Predation,Camels,1.3,1.3,LRLD
6041,5,0.0,3,2013,4, Goat/Sheep, Disease,,Satellite camp,1,,1.0,Disease,Shoats,0.1,0.1,LRLD
6041,5,0.0,1,2013,6,Camel, Disease,,Satellite camp,2,,2.0,Disease,Camels,1.3,2.6,LRLD
6041,6,0.0,2,2015,8,Camel,Starvation/Drought,,Base camp,2,,0.0,Drought,Camels,1.3,0.0,LRLD
6041,6,0.0,4,2015,3, Goat/Sheep,Predation,,Satellite camp,3,,3.0,Predation,Shoats,0.1,0.30000000000000004,LRLD
6041,6,0.0,6,2014,11, Goat/Sheep,Just lost,,Satellite camp,2,,0.0,Other,Shoats,0.1,0.0,SRSD
6041,6,0.0,3,2015,8, Goat/Sheep, Disease,,Base camp,5,,0.0,Disease,Shoats,0.1,0.0,LRLD
6041,6,0.0,5,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,5,,0.0,Drought,Shoats,0.1,0.0,LRLD
6041,6,0.0,1,2015,7,Camel,Just lost,,Satellite camp,2,,1.0,Other,Camels,1.3,1.3,LRLD
6041,7,,1,2020,7,Goat, Disease,,,7,2.0,1.0,Disease,Goats,0.1,0.1,LRLD
6041,7,,2,2020,12,Goat,Predation,,,7,2.0,1.0,Predation,Goats,0.1,0.1,SRSD
6042,1,,5,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,6,,0.0,Drought,Shoats,0.1,0.0,LRLD
6042,1,,1,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,4.0,Drought,Shoats,0.1,0.4,LRLD
6042,1,,6,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,14,,10.0,Drought,Shoats,0.1,1.0,LRLD
6042,1,,4,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,4,,2.0,Drought,Shoats,0.1,0.2,LRLD
6042,1,,2,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7.0,Drought,Shoats,0.1,0.7000000000000001,LRLD
6042,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,8,,5.0,Drought,Shoats,0.1,0.5,LRLD
6042,2,,2,2010,3, Goat/Sheep, Disease,,Base camp,7,,4.0,Disease,Shoats,0.1,0.4,LRLD
6042,2,,4,2010,8, Goat/Sheep,Predation,,Base camp,4,,4.0,Predation,Shoats,0.1,0.4,LRLD
6042,2,,1,2009,10, Goat/Sheep,Starvation/Drought,,Base camp,16,,11.0,Drought,Shoats,0.1,1.1,SRSD
6042,2,,3,2010,5, Goat/Sheep,Starvation/Drought,,Base camp,4,,1.0,Drought,Shoats,0.1,0.1,LRLD
6042,3,0.0,1,.a,.a, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,0.0,Drought,Shoats,0.1,0.0,Unknown
6042,4,0.0,2,2012,7, Goat/Sheep, Disease,,Satellite camp,3,,0.0,Disease,Shoats,0.1,0.0,LRLD
6042,4,0.0,1,2012,7,Camel,Raiding/Rustling/Conflict,,Satellite camp,8,,6.0,Conflict,Camels,1.3,7.800000000000001,LRLD
6042,5,0.0,2,2013,3, Goat/Sheep, Rain,,Satellite camp,2,,0.0,Drought,Shoats,0.1,0.0,LRLD
6042,5,0.0,1,2013,5,Camel,Predation,,Base camp,1,,1.0,Predation,Camels,1.3,1.3,LRLD
6042,5,0.0,3,2013,4, Goat/Sheep,Just lost,,Satellite camp,2,,1.0,Other,Shoats,0.1,0.1,LRLD
6042,7,,1,2019,2,Camel,Just lost,,,5,2.0,1.0,Other,Camels,1.3,1.3,SRSD
6042,7,,2,2020,5,Camel, Disease,,,5,2.0,1.0,Disease,Camels,1.3,1.3,LRLD
6043,1,,4,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,4.0,Drought,Shoats,0.1,0.4,LRLD
6043,1,,2,2009,4, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6043,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,8.0,Drought,Shoats,0.1,0.8,LRLD
6043,1,,1,2008,10, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,SRSD
6043,2,,3,2010,1, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,4.0,Drought,Shoats,0.1,0.4,SRSD
6043,2,,1,2009,11, Goat/Sheep, Rain,,Satellite camp,6,,3.0,Drought,Shoats,0.1,0.30000000000000004,SRSD
6043,2,,2,2009,12, Goat/Sheep, Disease,,Satellite camp,5,,2.0,Disease,Shoats,0.1,0.2,SRSD
6043,2,,4,2010,6, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,LRLD
6043,3,0.0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,1.0,Drought,Shoats,0.1,0.1,LRLD
6043,3,0.0,1,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,13,,9.0,Drought,Shoats,0.1,0.9,SRSD
6043,3,0.0,3,2011,4, Goat/Sheep,Accident/Poisoned,,Satellite camp,2,,0.0,Other,Shoats,0.1,0.0,LRLD
6043,4,0.0,1,2012,2,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,SRSD
6044,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,0.0,Drought,Shoats,0.1,0.0,LRLD
6044,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,0.0,Drought,Shoats,0.1,0.0,LRLD
6044,1,,1,2009,5, Goat/Sheep,Predation,,Satellite camp,2,,0.0,Predation,Shoats,0.1,0.0,LRLD
6044,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Base camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,SRSD
6044,2,,2,2010,1, Goat/Sheep, Disease,,Base camp,3,,3.0,Disease,Shoats,0.1,0.30000000000000004,SRSD
6044,3,0.0,1,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2.0,Drought,Shoats,0.1,0.2,LRLD
6044,4,0.0,1,2012,2, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,SRSD
6044,7,,1,2019,2,Goat, Rain,,,20,1.0,1.0,Drought,Goats,0.1,0.1,SRSD
6045,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6045,1,,3,2009,8, Goat/Sheep,Just lost,,Satellite camp,2,,2.0,Other,Shoats,0.1,0.2,LRLD
6045,1,,1,2009,5, Goat/Sheep, Disease,,Satellite camp,8,,7.0,Disease,Shoats,0.1,0.7000000000000001,LRLD
6045,2,,1,2009,12, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,10.0,Drought,Shoats,0.1,1.0,SRSD
6045,4,0.0,4,2012,7, Goat/Sheep, Disease,,Base camp,6,,3.0,Disease,Shoats,0.1,0.30000000000000004,LRLD
6045,4,0.0,1,2012,1,Camel,Starvation/Drought,,Satellite camp,3,,0.0,Drought,Camels,1.3,0.0,SRSD
6045,4,0.0,2,2012,2,Cattle, Disease,,Base camp,2,,2.0,Disease,Cattle,1.0,2.0,SRSD
6045,4,0.0,3,2012,6, Goat/Sheep, Disease,,Satellite camp,10,,3.0,Disease,Shoats,0.1,0.30000000000000004,LRLD
6045,5,0.0,1,2013,3, Goat/Sheep, Disease,,Satellite camp,14,,0.0,Disease,Shoats,0.1,0.0,LRLD
6046,1,,1,2009,3,Camel, Disease,,Base camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6046,1,,3,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,6,,5.0,Drought,Shoats,0.1,0.5,LRLD
6046,1,,2,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,3,,2.0,Drought,Shoats,0.1,0.2,LRLD
6046,2,,3,2010,3, Goat/Sheep, Rain,,Satellite camp,4,,0.0,Drought,Shoats,0.1,0.0,LRLD
6046,2,,1,2009,10,Camel,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Camels,1.3,2.6,SRSD
6046,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Satellite camp,18,,7.0,Drought,Shoats,0.1,0.7000000000000001,SRSD
6046,3,0.0,1,2011,5,Camel, Disease,,Satellite camp,4,,3.0,Disease,Camels,1.3,3.9000000000000004,LRLD
6046,3,0.0,2,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,33,,29.0,Drought,Shoats,0.1,2.9000000000000004,LRLD
6046,4,0.0,1,2011,12,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,SRSD
6046,4,0.0,2,2012,1, Goat/Sheep, Disease,,Satellite camp,2,,0.0,Disease,Shoats,0.1,0.0,SRSD
6046,5,0.0,2,2013,2, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,SRSD
6046,5,0.0,1,2013,1, Goat/Sheep, Disease,,Satellite camp,4,,4.0,Disease,Shoats,0.1,0.4,SRSD
6046,6,0.0,1,2015,7, Goat/Sheep, Disease,,Satellite camp,11,,0.0,Disease,Shoats,0.1,0.0,LRLD
6046,7,,2,2020,12,Camel,Premature birth,,,2,2.0,1.0,Other,Camels,1.3,1.3,SRSD
6046,7,,1,2019,2,Camel, Rain,,,2,2.0,1.0,Drought,Camels,1.3,1.3,SRSD
6047,1,,3,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6047,1,,1,2009,7,Camel,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Camels,1.3,1.3,LRLD
6047,1,,2,2009,8,Cattle,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Cattle,1.0,1.0,LRLD
6047,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6047,2,,5,2010,3, Goat/Sheep, Rain,,Satellite camp,4,,4.0,Drought,Shoats,0.1,0.4,LRLD
6047,2,,4,2009,11, Goat/Sheep, Disease,,Satellite camp,10,,8.0,Disease,Shoats,0.1,0.8,SRSD
6047,2,,1,2009,10,Camel, Disease,,Satellite camp,3,,0.0,Disease,Camels,1.3,0.0,SRSD
6047,2,,2,2009,10,Cattle,Starvation/Drought,,Satellite camp,1,,0.0,Drought,Cattle,1.0,0.0,SRSD
6047,2,,3,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,16,,12.0,Drought,Shoats,0.1,1.2000000000000002,SRSD
6047,3,0.0,1,2011,7,Camel,Starvation/Drought,,Base camp,10,,10.0,Drought,Camels,1.3,13.0,LRLD
6047,3,0.0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,30,,30.0,Drought,Shoats,0.1,3.0,LRLD
6047,3,0.0,2,2011,7,Cattle,Starvation/Drought,,Satellite camp,5,,5.0,Drought,Cattle,1.0,5.0,LRLD
6047,4,0.0,2,2012,8,Camel, Disease,,Base camp,1,,0.0,Disease,Camels,1.3,0.0,LRLD
6047,4,0.0,3,2012,8, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,2.0,Drought,Shoats,0.1,0.2,LRLD
6047,4,0.0,1,2012,3,Camel,Accident/Poisoned,,Base camp,1,,0.0,Other,Camels,1.3,0.0,LRLD
6047,5,0.0,2,2013,8,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6047,5,0.0,4,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,7,,7.0,Drought,Shoats,0.1,0.7000000000000001,SRSD
6047,5,0.0,3,2013,1,Cattle,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Cattle,1.0,1.0,SRSD
6047,5,0.0,1,2013,3,Camel,Predation,,Satellite camp,1,,1.0,Predation,Camels,1.3,1.3,LRLD
6047,6,0.0,2,2015,8, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6047,6,0.0,3,2015,9, Goat/Sheep,Starvation/Drought,,Base camp,5,,4.0,Drought,Shoats,0.1,0.4,LRLD
6047,6,0.0,4,2015,9, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6047,6,0.0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,6.0,Drought,Shoats,0.1,0.6000000000000001,SRSD
6047,7,,1,2020,7, Sheep,Just lost,,,4,2.0,1.0,Other,Sheep,0.1,0.1,LRLD
6047,7,,2,2020,11, Sheep, Disease,,,4,2.0,1.0,Disease,Sheep,0.1,0.1,SRSD
6047,7,,2,2020,12,Goat, Disease,,,3,2.0,1.0,Disease,Goats,0.1,0.1,SRSD
6047,7,,1,2020,4,Goat,Predation,,,3,2.0,1.0,Predation,Goats,0.1,0.1,LRLD
6048,1,,2,2009,8,Camel, Disease,,Base camp,1,,0.0,Disease,Camels,1.3,0.0,LRLD
6048,1,,1,2008,10, Goat/Sheep, Disease,,Base camp,1,,1.0,Disease,Shoats,0.1,0.1,SRSD
6048,1,,4,2009,8, Goat/Sheep,Predation,,Satellite camp,5,,0.0,Predation,Shoats,0.1,0.0,LRLD
6048,1,,3,2009,9,Camel,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Camels,1.3,1.3,LRLD
6048,1,,6,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,6.0,Drought,Shoats,0.1,0.6000000000000001,LRLD
6048,1,,5,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,0.0,Drought,Shoats,0.1,0.0,LRLD
6048,2,,1,2009,11,Camel,Starvation/Drought,,Satellite camp,1,,1.0,Drought,Camels,1.3,1.3,SRSD
6048,2,,3,2010,2, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,SRSD
6048,2,,2,2009,10, Goat/Sheep,Starvation/Drought,,Satellite camp,9,,6.0,Drought,Shoats,0.1,0.6000000000000001,SRSD
6048,3,0.0,3,2011,8,Camel,Starvation/Drought,,Base camp,2,,2.0,Drought,Camels,1.3,2.6,LRLD
6048,3,0.0,1,2011,6,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6048,3,0.0,2,2011,8,Camel, Disease,,Base camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6048,4,0.0,1,2011,12,Camel,Predation,,Satellite camp,1,,1.0,Predation,Camels,1.3,1.3,SRSD
6048,4,0.0,2,2012,2,Camel, Disease,,Satellite camp,3,,3.0,Disease,Camels,1.3,3.9000000000000004,SRSD
6048,5,0.0,3,2013,3, Goat/Sheep, Disease,,Satellite camp,3,,2.0,Disease,Shoats,0.1,0.2,LRLD
6048,5,0.0,2,2013,4,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6048,5,0.0,1,2013,2,Camel, Disease,,Base camp,2,,2.0,Disease,Camels,1.3,2.6,SRSD
6048,6,0.0,2,2015,4, Goat/Sheep,Predation,,Satellite camp,6,,3.0,Predation,Shoats,0.1,0.30000000000000004,LRLD
6048,6,0.0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2.0,Drought,Shoats,0.1,0.2,SRSD
6048,7,,1,2020,8, Sheep, Rain,,,1,1.0,1.0,Drought,Sheep,0.1,0.1,LRLD
6048,7,,1,2020,9,Goat, Rain,,,3,2.0,1.0,Drought,Goats,0.1,0.1,LRLD
6048,7,,2,2020,12,Goat, Disease,,,3,2.0,1.0,Disease,Goats,0.1,0.1,SRSD
6049,1,,3,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,6,,2.0,Drought,Shoats,0.1,0.2,LRLD
6049,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Base camp,5,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6049,1,,2,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5.0,Drought,Shoats,0.1,0.5,LRLD
6049,2,,1,2010,9, Goat/Sheep,Accident/Poisoned,,Satellite camp,1,,0.0,Other,Shoats,0.1,0.0,LRLD
6049,3,0.0,1,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,2.0,Drought,Shoats,0.1,0.2,SRSD
6049,3,0.0,3,2011,8, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,1.0,Drought,Shoats,0.1,0.1,LRLD
6049,3,0.0,2,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,0.0,Drought,Shoats,0.1,0.0,LRLD
6049,4,0.0,3,2012,3, Goat/Sheep, Disease,,Satellite camp,5,,5.0,Disease,Shoats,0.1,0.5,LRLD
6049,4,0.0,1,2011,12,Camel, Disease,,Satellite camp,5,,3.0,Disease,Camels,1.3,3.9000000000000004,SRSD
6049,4,0.0,2,2012,1, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,6.0,Drought,Shoats,0.1,0.6000000000000001,SRSD
6049,5,0.0,1,2013,6, Goat/Sheep,Predation,,Satellite camp,1,,1.0,Predation,Shoats,0.1,0.1,LRLD
6049,6,0.0,2,2015,2, Goat/Sheep, Disease,,Satellite camp,2,,2.0,Disease,Shoats,0.1,0.2,SRSD
6049,6,0.0,1,2015,2, Goat/Sheep,Starvation/Drought,,Satellite camp,12,,0.0,Drought,Shoats,0.1,0.0,SRSD
6049,7,,2,2020,8, Sheep, Rain,,,3,2.0,1.0,Drought,Sheep,0.1,0.1,LRLD
6049,7,,1,2020,5, Sheep,Predation,,,3,2.0,1.0,Predation,Sheep,0.1,0.1,LRLD
6049,7,,2,2020,11,Goat,Just lost,,,3,2.0,1.0,Other,Goats,0.1,0.1,SRSD
6049,7,,1,2019,3,Goat, Disease,,,3,2.0,1.0,Disease,Goats,0.1,0.1,LRLD
6050,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,15,,8.0,Drought,Shoats,0.1,0.8,LRLD
6050,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,7.0,Drought,Shoats,0.1,0.7000000000000001,LRLD
6050,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Satellite camp,25,,15.0,Drought,Shoats,0.1,1.5,LRLD
6050,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,5.0,Drought,Shoats,0.1,0.5,LRLD
6050,2,,2,2010,3, Goat/Sheep, Rain,,Satellite camp,4,,4.0,Drought,Shoats,0.1,0.4,LRLD
6050,2,,3,2010,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6050,2,,1,2009,12,Camel, Disease,,Base camp,1,,1.0,Disease,Camels,1.3,1.3,SRSD
6050,3,0.0,1,2011,1, Goat/Sheep,Starvation/Drought,,Satellite camp,4,,2.0,Drought,Shoats,0.1,0.2,SRSD
6050,4,0.0,1,2011,12,Camel,Accident/Poisoned,,Base camp,1,,1.0,Other,Camels,1.3,1.3,SRSD
6050,4,0.0,2,2012,8, Goat/Sheep,Starvation/Drought,,Satellite camp,6,,2.0,Drought,Shoats,0.1,0.2,LRLD
6052,1,,2,2009,7, Goat/Sheep,Starvation/Drought,,Base camp,5,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
6052,1,,4,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6052,1,,1,2009,6, Goat/Sheep,Starvation/Drought,,Base camp,4,,2.0,Drought,Shoats,0.1,0.2,LRLD
6052,1,,3,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,9,,5.0,Drought,Shoats,0.1,0.5,LRLD
6052,2,,1,2010,8, Goat/Sheep, Disease,,Satellite camp,2,,1.0,Disease,Shoats,0.1,0.1,LRLD
6052,3,0.0,.b,.b,.b,.b,.b,,.b,.b,,1.0,Other,Other,0.1,0.1,Unknown
6052,4,0.0,1,2011,12,Camel,Accident/Poisoned,,Satellite camp,1,,1.0,Other,Camels,1.3,1.3,SRSD
6052,4,0.0,2,2012,8, Goat/Sheep, Disease,,Base camp,1,,0.0,Disease,Shoats,0.1,0.0,LRLD
6052,5,0.0,2,2013,8, Goat/Sheep, Disease,,Satellite camp,3,,0.0,Disease,Shoats,0.1,0.0,LRLD
6052,5,0.0,1,2013,1, Goat/Sheep, Disease,,Satellite camp,2,,0.0,Disease,Shoats,0.1,0.0,SRSD
6052,6,0.0,1,2015,7, Goat/Sheep,Starvation/Drought,,Satellite camp,2,,2.0,Drought,Shoats,0.1,0.2,LRLD
6052,7,,1,2020,7,Goat, Disease,,,3,2.0,1.0,Disease,Goats,0.1,0.1,LRLD
6052,7,,2,2020,11,Goat,Predation,,,3,2.0,1.0,Predation,Goats,0.1,0.1,SRSD
6053,1,,3,2009,9,Camel, Disease,,Satellite camp,1,,1.0,Disease,Camels,1.3,1.3,LRLD
6053,1,,2,2009,9, Goat/Sheep,Starvation/Drought,,Base camp,7,,4.0,Drought,Shoats,0.1,0.4,LRLD
6053,1,,1,2009,8, Goat/Sheep,Starvation/Drought,,Base camp,4,,2.0,Drought,Shoats,0.1,0.2,LRLD
6053,2,,1,2009,10,Camel,Starvation/Drought,,Base camp,1,,1.0,Drought,Camels,1.3,1.3,SRSD
6053,2,,3,2010,2, Goat/Sheep, Disease,,Base camp,3,,1.0,Disease,Shoats,0.1,0.1,SRSD
6053,2,,2,2009,11, Goat/Sheep,Starvation/Drought,,Base camp,5,,4.0,Drought,Shoats,0.1,0.4,SRSD
6053,2,,4,2010,3, Goat/Sheep, Disease,,Satellite camp,2,,0.0,Disease,Shoats,0.1,0.0,LRLD
6053,3,0.0,2,2011,8,Camel,Starvation/Drought,,Satellite camp,4,,3.0,Drought,Camels,1.3,3.9000000000000004,LRLD
6053,3,0.0,1,2011,2, Goat/Sheep,Starvation/Drought,,Satellite camp,80,,50.0,Drought,Shoats,0.1,5.0,SRSD
6053,3,0.0,3,2011,5, Goat/Sheep, Rain,,Satellite camp,70,,40.0,Drought,Shoats,0.1,4.0,LRLD
6053,3,0.0,4,2011,7, Goat/Sheep,Starvation/Drought,,Satellite camp,128,,70.0,Drought,Shoats,0.1,7.0,LRLD
6053,4,0.0,1,2011,12,Camel, Disease,,Base camp,2,,1.0,Disease,Camels,1.3,1.3,SRSD
6053,4,0.0,2,2012,9, Goat/Sheep, Disease,,Satellite camp,6,,6.0,Disease,Shoats,0.1,0.6000000000000001,LRLD
6053,5,0.0,1,2012,11,Cattle,Starvation/Drought,,Satellite camp,1,,0.0,Drought,Cattle,1.0,0.0,SRSD
6053,5,0.0,2,2013,1,Camel, Disease,,Satellite camp,1,,0.0,Disease,Camels,1.3,0.0,SRSD
6053,5,0.0,3,2013,2, Goat/Sheep,Starvation/Drought,,Satellite camp,3,,3.0,Drought,Shoats,0.1,0.30000000000000004,SRSD
6053,7,,1,2020,12,Goat, Disease,,,2,1.0,1.0,Disease,Goats,0.1,0.1,SRSD
6054,1,,2,2009,8, Goat/Sheep,Starvation/Drought,,Satellite camp,10,,5.0,Drought,Shoats,0.1,0.5,LRLD
6054,1,,1,2009,5, Goat/Sheep,Starvation/Drought,,Satellite camp,5,,3.0,Drought,Shoats,0.1,0.30000000000000004,LRLD
